company_id,type,rule_id,text,confidence_pct
LTIM,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
LTIM,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
LTIM,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
LTIM,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
LTIM,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
LTIM,con,CON8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
M&M,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
MARUTI,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MARUTI,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
MARUTI,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
MARUTI,pro,PRO12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
MOTHERSON,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
MOTHERSON,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
MOTHERSON,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
MOTHERSON,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
NAUKRI,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
NAUKRI,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
NAUKRI,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NAUKRI,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
NAUKRI,con,CON10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
NESTLEIND,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
NESTLEIND,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NESTLEIND,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NESTLEIND,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
NESTLEIND,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
NHPC,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
NHPC,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
NHPC,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
NHPC,con,CON8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
NHPC,con,CON10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
NHPC,con,CON12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,85
NTPC,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
NTPC,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
ONGC,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PFC,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PFC,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
PFC,con,CON6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,95
PFC,con,CON10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
PIDILITIND,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PIDILITIND,pro,PRO12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
PNB,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PNB,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
PNB,con,CON10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
POWERGRID,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
POWERGRID,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
RECLTD,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
RECLTD,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
RECLTD,con,CON2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RELIANCE,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
RELIANCE,con,CON10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
SBILIFE,pro,PRO3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
SBILIFE,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SBILIFE,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SBIN,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
SBIN,con,CON10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
SHREECEM,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SHREECEM,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
SHREECEM,pro,PRO12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
SHRIRAMFIN,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
SHRIRAMFIN,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
SHRIRAMFIN,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
SHRIRAMFIN,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SHRIRAMFIN,con,CON2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,CON6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,95
SIEMENS,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SIEMENS,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
SIEMENS,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
SIEMENS,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SUNPHARMA,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
SUNPHARMA,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
SUNPHARMA,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SUNPHARMA,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
SUNPHARMA,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
SUNPHARMA,pro,PRO12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATACONSUM,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
TATACONSUM,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
TATACONSUM,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TATACONSUM,con,CON8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TATAMOTORS,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
TATAMOTORS,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TATAMOTORS,pro,PRO12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATAPOWER,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
TATAPOWER,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TATASTEEL,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATASTEEL,con,CON3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
TATASTEEL,con,CON4,Company reported a net loss in the most recent financial year,98
TATASTEEL,con,CON5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85
TATASTEEL,con,CON8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TATASTEEL,con,CON9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,90
TATASTEEL,con,CON10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
TCS,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TCS,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
TCS,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TCS,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TCS,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TECHM,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,PRO7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TECHM,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TECHM,con,CON3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
TECHM,con,CON7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",95
TECHM,con,CON9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,90
TITAN,pro,PRO1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TITAN,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
TITAN,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
TITAN,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
TITAN,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
TITAN,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TITAN,pro,PRO11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TITAN,con,CON8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TORNTPHARM,pro,PRO2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PRO5,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
TORNTPHARM,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
TORNTPHARM,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
TORNTPHARM,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TRENT,pro,PRO4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
TRENT,pro,PRO6,Net profit compounding at above 20% over 5 years creates significant shareholder value,95
TRENT,pro,PRO8,Consistent dividend yield above 2% backed by positive free cash flow,90
TRENT,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
TRENT,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TVSMOTOR,pro,PRO9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
TVSMOTOR,pro,PRO10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TVSMOTOR,con,CON1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,95
TVSMOTOR,con,CON2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
